regime,snr_db,variant,scheme,profile,library,truth_id,event,applicable,k,n,ci_low,ci_high,observation_level
off_on,20,nominal,H50,continuous,original_three,G001,truth_covered,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,H50,continuous,original_three,G001,nonempty,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,H50,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,original_three,G001,rejected,1,3,30,0.0345998887473343,0.25621082579184,1
off_on,20,nominal,Zin50,continuous,original_three,G001,correct_unique,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,Zin50,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,original_three,G001,truth_covered,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,Zin50,continuous,original_three,G001,nonempty,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,Zin50,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,original_three,G001,rejected,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,correct_unique,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G001,rejected,1,2,30,0.0184770237912704,0.213234583626169,1
off_on,20,nominal,H25,continuous,original_three,G001,correct_unique,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,H25,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,continuous,original_three,G001,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,continuous,original_three,G001,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,continuous,original_three,G001,rejected,1,3,30,0.0345998887473343,0.25621082579184,1
off_on,20,nominal,Zin25,continuous,original_three,G001,correct_unique,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,Zin25,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G001,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,continuous,original_three,G001,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G001,rejected,1,3,30,0.0345998887473343,0.25621082579184,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,correct_unique,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,truth_covered,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,nonempty,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G001,rejected,1,5,30,0.0733654237184856,0.33564350506416,1
off_on,20,nominal,M2_node,continuous,original_three,G001,correct_unique,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,M2_node,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G001,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,continuous,original_three,G001,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G001,rejected,1,2,30,0.0184770237912704,0.213234583626169,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,correct_unique,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,truth_covered,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,nonempty,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G001,rejected,1,3,30,0.0345998887473343,0.25621082579184,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,correct_unique,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,truth_covered,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,nonempty,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G001,rejected,1,3,30,0.0345998887473343,0.25621082579184,1
off_on,20,nominal,H50,grid45,original_three,G002,correct_unique,1,2,30,0.0184770237912704,0.213234583626169,1
off_on,20,nominal,H50,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,grid45,original_three,G002,low_confidence,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,H50,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,grid45,original_three,G002,correct_unique,1,4,30,0.0530965548405475,0.296813266820363,1
off_on,20,nominal,H25,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,grid45,original_three,G002,low_confidence,1,26,30,0.703186733179638,0.946903445159452,1
off_on,20,nominal,H25,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,original_three,G002,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,original_three,G002,low_confidence,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,low_confidence,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_direct_joint,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,low_confidence,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node_dominance,grid45,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,original_three,G002,correct_unique,1,24,30,0.626943035868518,0.904948928227101,1
off_on,20,nominal,H50,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,original_three,G002,truth_covered,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,H50,continuous,original_three,G002,nonempty,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,H50,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,original_three,G002,low_confidence,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,H50,continuous,original_three,G002,rejected,1,5,30,0.0733654237184856,0.33564350506416,1
off_on,20,nominal,Zin50,continuous,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,continuous,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,correct_unique,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,truth_covered,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,nonempty,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,original_three,G002,rejected,1,5,30,0.0733654237184856,0.33564350506416,1
off_on,20,nominal,H25,continuous,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,continuous,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,continuous,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,continuous,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,continuous,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G002,correct_unique,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,Zin25,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G002,truth_covered,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,Zin25,continuous,original_three,G002,nonempty,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,Zin25,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,continuous,original_three,G002,rejected,1,2,30,0.0184770237912704,0.213234583626169,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,continuous,original_three,G002,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G002,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G002,truth_covered,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_node,continuous,original_three,G002,nonempty,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_node,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,continuous,original_three,G002,low_confidence,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_node,continuous,original_three,G002,rejected,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,truth_covered,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,nonempty,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,low_confidence,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_direct_joint,continuous,original_three,G002,rejected,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,truth_covered,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,nonempty,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,low_confidence,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,M2_node_dominance,continuous,original_three,G002,rejected,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,H50,grid45,pair,G003,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,grid45,pair,G003,ambiguous,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,pair,G003,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin50,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,grid45,pair,G003,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25,grid45,pair,G003,truth_covered,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,H25,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25,grid45,pair,G003,ambiguous,1,29,30,0.833296090085909,0.994091409618388,1
off_on,20,nominal,H25,grid45,pair,G003,low_confidence,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,H25,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,pair,G003,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,Zin25,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin25,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H25_Zin25,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,pair,G003,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,correct_unique,1,22,30,0.555520383048111,0.858173366804037,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,low_confidence,1,8,30,0.141826633195963,0.444479616951889,1
off_on,20,nominal,M2_direct_joint,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,correct_unique,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,M2_node_dominance,grid45,pair,G003,rejected,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,pair,G003,correct_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50,continuous,pair,G003,truth_covered,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,continuous,pair,G003,nonempty,1,30,30,0.886486606826032,1,1
off_on,20,nominal,H50,continuous,pair,G003,ambiguous,1,28,30,0.786765416373831,0.98152297620873,1
off_on,20,nominal,H50,continuous,pair,G003,low_confidence,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,H50,continuous,pair,G003,rejected,1,1,30,0.00590859038161247,0.166703909914091,1
off_on,20,nominal,Zin50,continuous,pair,G003,correct_unique,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,Zin50,continuous,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,pair,G003,truth_covered,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,Zin50,continuous,pair,G003,nonempty,1,25,30,0.66435649493584,0.926634576281514,1
off_on,20,nominal,Zin50,continuous,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,pair,G003,low_confidence,1,0,30,0,0.113513393173968,1
off_on,20,nominal,Zin50,continuous,pair,G003,rejected,1,5,30,0.0733654237184856,0.33564350506416,1
off_on,20,nominal,H50_Zin50,continuous,pair,G003,correct_unique,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,H50_Zin50,continuous,pair,G003,false_unique,1,0,30,0,0.113513393173968,1
off_on,20,nominal,H50_Zin50,continuous,pair,G003,truth_covered,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,H50_Zin50,continuous,pair,G003,nonempty,1,27,30,0.74378917420816,0.965400111252666,1
off_on,20,nominal,H50_Zin50,continuous,pair,G003,ambiguous,1,0,30,0,0.113513393173968,1
